LATITUDE,LONGITUDE,probability
48.8906590339,2.2764402113,0.0005332962
48.8955529245,2.2764402113,0.0002719937
48.9004468151,2.2764402113,0.00018269685
48.9053407057,2.2764402113,6.535878e-05
48.9102345963,2.2764402113,3.0031819e-05
48.9151284869,2.2764402113,7.86658e-06
48.9200223775,2.2764402113,1.0867123e-05
48.9249162681,2.2764402113,-5.6760905e-06
48.9298101587,2.2764402113,-1.397929e-05
48.9347040493,2.2764402113,-1.9429766e-05
48.9395979399,2.2764402113,-1.9429766e-05
48.9444918305,2.2764402113,-2.293545e-05
48.9493857211,2.2764402113,-2.2815753e-05
48.9542796117,2.2764402113,-3.0771367e-05
48.9591735023,2.2764402113,-3.0771367e-05
48.9640673929,2.2764402113,-3.0771367e-05
48.9689612835,2.2764402113,-3.0771367e-05
48.9738551741,2.2764402113,-3.0771367e-05
48.9787490647,2.2764402113,-3.0771367e-05
48.7389484253,2.2813341019,-6.49441e-05
48.7438423159,2.2813341019,-6.49441e-05
48.7487362065,2.2813341019,-6.49441e-05
48.7536300971,2.2813341019,-6.49441e-05
48.7585239877,2.2813341019,-6.49441e-05
48.7634178783,2.2813341019,-6.49441e-05
48.7683117689,2.2813341019,-5.5917702e-05
48.7732056595,2.2813341019,-5.833637e-05
48.7780995501,2.2813341019,-6.132383e-05
48.7829934407,2.2813341019,-6.0229144e-05
48.7878873313,2.2813341019,-5.5833316e-05
48.7927812219,2.2813341019,-4.5195495e-05
48.7976751125,2.2813341019,-3.835282e-05
48.8025690031,2.2813341019,-5.2971936e-05
48.8074628937,2.2813341019,-4.72861e-05
48.8123567843,2.2813341019,-0.00020665026
48.8172506749,2.2813341019,-0.00046116958
48.8221445655,2.2813341019,-0.00036829474
48.8270384561,2.2813341019,-5.8250465e-05
48.8319323467,2.2813341019,9.4052775e-05
48.8368262373,2.2813341019,6.843839e-05
48.8417201279,2.2813341019,0.0002944845
48.8466140185,2.2813341019,0.00028446602
48.8515079091,2.2813341019,0.00046974508
48.8564017997,2.2813341019,0.00043342818
48.8612956903,2.2813341019,0.00040265723
48.8661895809,2.2813341019,0.00037935827
48.8710834715,2.2813341019,0.00059768214
48.8759773621,2.2813341019,0.00073945685
48.8808712527,2.2813341019,0.0005233677
48.8857651433,2.2813341019,0.0005806797
48.8906590339,2.2813341019,0.0005476154
48.8955529245,2.2813341019,0.0002863129
48.9004468151,2.2813341019,0.0001954432
48.9053407057,2.2813341019,6.811629e-05
48.9102345963,2.2813341019,3.2789332e-05
48.9151284869,2.2813341019,1.0624088e-05
48.9200223775,2.2813341019,1.362464e-05
48.9249162681,2.2813341019,-2.9185735e-06
48.9298101587,2.2813341019,-1.1221775e-05
48.9347040493,2.2813341019,-1.6672255e-05
48.9395979399,2.2813341019,-1.6672255e-05
48.9444918305,2.2813341019,-2.0177935e-05
48.9493857211,2.2813341019,-2.0058238e-05
48.9542796117,2.2813341019,-2.8013854e-05
48.9591735023,2.2813341019,-2.8013854e-05
48.9640673929,2.2813341019,-2.8013854e-05
48.9689612835,2.2813341019,-2.8013854e-05
48.9738551741,2.2813341019,-2.8013854e-05
48.9787490647,2.2813341019,-2.8013854e-05
48.7389484253,2.2862279925,-8.314658e-05
48.7438423159,2.2862279925,-8.314658e-05
48.7487362065,2.2862279925,-8.314658e-05
48.7536300971,2.2862279925,-8.314658e-05
48.7585239877,2.2862279925,-8.314658e-05
48.7634178783,2.2862279925,-8.314658e-05
48.7683117689,2.2862279925,-7.346937e-05
48.7732056595,2.2862279925,-7.4930365e-05
